"cors","focal","sqq","nyears"
0.133900801313082,"753","679",21
0.043057910084001,"753","714",21
0.151516230173802,"753","934",21
-0.154298713370693,"753","824",21
1,"900","900",21
0.0249419090354726,"900","827",21
-0.118751085340164,"900","937",21
-0.0960016543592621,"900","901",21
0.271563299911818,"900","864",21
0.0110216812368909,"900","715",21
-0.183409765697367,"900","752",21
0.079760068773877,"900","641",21
0.0435787030441401,"900","902",21
0.220278680875345,"900","790",21
-0.130629440171162,"900","826",21
-0.125712890381244,"900","716",21
0.356182023791715,"900","861",21
-0.0986250452040778,"900","936",21
0.0696018163893669,"900","865",21
-0.0184024613223703,"900","713",21
0.358429437626562,"900","828",21
-0.264097743895136,"900","789",21
0.207713008333286,"900","749",21
0.458935282900682,"900","788",21
0.254826895521232,"900","938",21
-0.149262107487595,"900","823",21
-0.292176148718315,"900","750",21
-0.265133320487871,"900","825",21
-0.23216509742293,"900","898",21
-0.208167337032786,"900","935",21
-0.0999381244708339,"900","822",21
0.356464265701512,"900","787",21
0.307763739252362,"900","604",21
0.165032971678645,"900","679",21
0.25344426643931,"900","714",21
-0.188860807549691,"900","934",21
0.164491590382617,"900","824",21
1,"827","827",21
-0.62132800315189,"827","937",21
0.196931236674971,"827","901",21
0.104352171057571,"827","864",21
-0.155632632991649,"827","715",21
0.0738681444246614,"827","752",21
-0.191025844975326,"827","641",21
0.16785658267098,"827","902",21
0.203222643905296,"827","790",21
-0.0576992910881413,"827","826",21
0.00719118131632143,"827","716",21
-0.106632119137306,"827","861",21
-0.101482139241563,"827","936",21
-0.159017268538881,"827","865",21
0.0142684562631764,"827","713",21
-0.0358432382421137,"827","828",21
0.112767385401396,"827","789",21
-0.185874360812876,"827","749",21
-0.293081140505039,"827","788",21
0.128045939314547,"827","938",21
0.0285362480993802,"827","823",21
0.0761699568697107,"827","750",21
0.357035797407343,"827","825",21
0.150121320994237,"827","898",21
0.209115438159764,"827","935",21
0.301754068537529,"827","822",21
0.0882147776160024,"827","787",21
0.218353057644385,"827","604",21
0.183966907709279,"827","679",21
0.0455709857332795,"827","714",21
-0.261498337206656,"827","934",21
0.408262685891838,"827","824",21
1,"937","937",21
-0.270647143811518,"937","901",21
-0.253892948904931,"937","864",21
0.167774328649711,"937","715",21
0.196155079769288,"937","752",21
0.224029826169236,"937","641",21
-0.183446841505588,"937","902",21
-0.157628717145254,"937","790",21
0.376543159670938,"937","826",21
0.0992157319850004,"937","716",21
0.112787419636205,"937","861",21
-0.231870782890437,"937","936",21
0.39144150283003,"937","865",21
-0.0215780233670667,"937","713",21
-0.211451039186012,"937","828",21
0.180274777714393,"937","789",21
0.510894172918026,"937","749",21
-0.0875093888950253,"937","788",21
-0.219923246380785,"937","938",21
-0.0445357004690964,"937","823",21
0.0341817276827579,"937","750",21
0.146410132231766,"937","825",21
0.177694841737672,"937","898",21
0.216096111284262,"937","935",21
-0.165921357006335,"937","822",21
0.114184097931441,"937","787",21
-0.0918505231991971,"937","604",21
0.000709543470981349,"937","679",21
0.0457257832835984,"937","714",21
-0.00485947200127357,"937","934",21
-0.035263005718095,"937","824",21
1,"901","901",21
0.353684645468764,"901","864",21
-0.00893433091613239,"901","715",21
-0.138842437654421,"901","752",21
-0.149775762696395,"901","641",21
0.464066216872702,"901","902",21
-0.196149854203803,"901","790",21
