"sqq","intercept","interceptlo","interceptup","scale","scalelo","scaleup","scale_se","minmaxdistance"
"604",0.729851345148259,0.729851345148259,0.729851345148259,499.568872969585,463.270653465882,NA,0.143515968885272,499.568872969585
"901",0.906438078488697,0.906438078488697,0.906438078488697,150.593146340434,97.682040869471,NA,0.126388694144806,499.568872969585
"865",0.976628218368114,0.976628218368114,0.976628218368114,106.700157193541,66.2276837753011,NA,0.124397454803797,499.568872969585
"936",0.984431596406276,0.984431596406276,0.984431596406276,95.8427592496931,63.8951728331287,NA,0.11551799669686,499.568872969585
"713",0.935472273281868,0.935472273281868,0.935472273281868,467.533113257278,111.801396648479,NA,0.156541651783851,499.568872969585
"826",0.942397123677043,0.942397123677043,0.942397123677043,499.568872969585,90.8165120760587,NA,0.169870983033418,499.568872969585
"750",0.951058868725609,0.951058868725609,0.951058868725609,376.979545676242,67.7385121136997,NA,0.135876372581622,499.568872969585
"861",0.917261111314582,0.917261111314582,0.917261111314582,499.568872969585,65.9862393245336,NA,0.177830247104669,499.568872969585
"823",0.928893901456316,0.928893901456316,0.928893901456316,94.5046962199105,57.3778512763742,NA,0.143256982933841,499.568872969585
"825",0.709846583954136,0.709846583954136,0.709846583954136,499.568872969585,150.202198685586,NA,0.190866359290504,499.568872969585
"827",0.915765702072332,0.915765702072332,0.915765702072332,310.331167341418,76.8146453815391,NA,0.142904734463877,499.568872969585
"900",0.855167138148895,0.855167138148895,0.855167138148895,177.552166800299,88.7760834001496,NA,0.151467456320027,499.568872969585
"752",0.791085142097659,0.791085142097659,0.791085142097659,329.048774890083,185.089935875672,NA,0.156429567819578,499.568872969585
"822",0.86255362612296,0.86255362612296,0.86255362612296,499.568872969585,83.4265194678217,NA,0.189902344806446,499.568872969585
"753",0.928364075046507,0.928364075046507,0.928364075046507,448.772449557726,125.914572178067,NA,0.115324068555878,499.568872969585
"828",0.976129039693572,0.976129039693572,0.976129039693572,83.1426321533778,28.7801418992462,NA,0.219463646232692,499.568872969585
"898",0.893756331895002,0.893756331895002,0.893756331895002,132.895805567464,70.6008967077151,NA,0.179480475277411,499.568872969585
"716",0.974078022335912,0.974078022335912,0.974078022335912,254.376303977433,65.411049594197,NA,0.145711629663815,499.568872969585
"937",0.896318268259786,0.896318268259786,0.896318268259786,95.3243754307597,59.0103276476131,NA,0.157820402089735,499.568872969585
"938",0.897853493131605,0.897853493131605,0.897853493131605,146.255493392497,77.6982308647641,NA,0.146932537172795,499.568872969585
"864",0.985454588039338,0.985454588039338,0.985454588039338,157.10804214411,96.40720767934,210.667601965965,0.123398698252811,499.568872969585
"749",0.933624330133997,0.933624330133997,0.933624330133997,97.2097227909383,51.8451854885004,NA,0.146567239755289,499.568872969585
"641",0.977867116501289,0.977867116501289,0.977867116501289,352.721249342106,64.5221797577022,NA,0.128251384986125,499.568872969585
"789",0.708258360040904,0.708258360040904,0.708258360040904,499.568872969585,113.53838022036,NA,0.194694117888725,499.568872969585
"899",0.866330522361766,0.866330522361766,0.866330522361766,499.568872969585,150.342214890999,NA,0.113493909669585,499.568872969585
"788",0.897119498958165,0.897119498958165,0.897119498958165,61.6633621045551,25.6930675435646,120.757417454754,0.214339672940623,499.568872969585
"902",0.833989794601413,0.833989794601413,0.833989794601413,479.097865193982,183.307009291611,NA,0.141246570737524,499.568872969585
"935",0.688910038547729,0.688910038547729,0.688910038547729,499.568872969585,78.9435422402739,NA,0.204423575102984,499.568872969585
"790",0.995607203270766,0.995607203270766,0.995607203270766,179.835610985956,65.6542706774126,NA,0.118650808542781,499.568872969585
"715",0.794461847536423,0.794461847536423,0.794461847536423,347.985610696764,192.574561259374,NA,0.132435199544095,499.568872969585
"787",0.904372226814658,0.904372226814658,0.904372226814658,499.568872969585,54.2096910533239,NA,0.204576011247111,499.568872969585
"679",0.95200444357964,0.95200444357964,0.95200444357964,93.411057580719,44.6748536255613,NA,0.182101483369914,499.568872969585
"714",0.953048079339212,0.953048079339212,0.953048079339212,499.568872969585,146.847477375371,NA,0.150978728375844,499.568872969585
"934",0.957618566437608,0.957618566437608,0.957618566437608,95.5197223640994,47.7598611820497,NA,0.166713502164694,499.568872969585
"824",0.180081027219891,0.180081027219891,0.180081027219891,499.568872969585,0,NA,0.117747507103411,499.568872969585
