sqq,lat,long
1273,43.14124775,3.517834149
1274,43.21169834,4.741537488
1275,43.26747058,5.96759048
1276,43.30852443,7.195453018
1278,43.34636909,9.654413764
1279,43.34313251,10.88440548
1280,43.32512288,12.11399801
1281,43.29235325,13.34263767
1283,43.18263922,15.7948641
1284,43.10577357,17.01737018
1285,43.01430501,18.23676603
1286,42.90829808,19.45253668
1287,42.78782686,20.66418062
1288,42.65297465,21.8712115
1289,42.50383354,23.07315971
1290,42.34050398,24.26957377
1291,42.16309439,25.46002165
1292,41.9717206,26.64409191
1293,41.76650536,27.82139467
1294,41.54757786,28.99156248
1295,41.31507315,30.15425099
1299,40.54809417,-9.366359237
1300,40.77100152,-8.215156127
1301,40.98046046,-7.057036354
1302,41.17634625,-5.892337959
1303,41.35853996,-4.721419963
1304,41.52692898,-3.544661637
1305,41.6814075,-2.362461643
1306,41.82187694,-1.175237037
1307,41.94824642,0.016577853
1308,42.06043313,1.212532685
1309,42.1583627,2.412162476
1310,42.24196959,3.614989085
1314,42.43218302,8.448332005
1315,42.44352012,9.659626312
1316,42.44034014,10.87106715
1317,42.42264525,12.08213308
1318,42.39044769,13.29230408
1319,42.34376962,14.50106342
1320,42.28264306,15.70789964
1322,42.11722086,18.11379415
1323,42.01303692,19.31187213
1324,41.89462736,20.50606973
1325,41.76207027,21.69592822
1326,41.61545207,22.88100411
1327,41.45486706,24.06087048
1328,41.28041704,25.23511822
1329,41.09221085,26.40335703
1330,40.89036393,27.56521643
1331,40.67499782,28.72034649
1332,40.44623966,29.86841857
1336,39.67560601,-9.097253413
1337,39.89498465,-7.960377636
1338,40.10109787,-6.816972659
1339,40.2938282,-5.667360728
1340,40.47306371,-4.511883398
1341,40.6386985,-3.350900836
1342,40.79063308,-2.184791006
1343,40.92877484,-1.013948732
1344,41.05303844,0.161215349
1345,41.16334612,1.340275954
1346,41.25962813,2.522794419
1351,41.52880505,8.471144668
1352,41.53994873,9.664632224
1354,41.51942993,12.0515304
1355,41.48778097,13.24396203
1356,41.44189688,14.43506658
1357,41.38180769,15.62436298
1358,41.30755248,16.81137664
1359,41.2191793,17.99564108
1360,41.11674485,19.17669952
1361,41.00031428,20.35410637
1362,40.8699609,21.52742866
1363,40.72576583,22.69624737
1364,40.56781764,23.86015867
1365,40.39621201,25.01877499
1366,40.21105128,26.17172605
1367,40.01244405,27.31865975
1368,39.80050473,28.45924291
1369,39.57535309,29.59316194
1373,38.80113411,-8.838020799
1374,39.01711522,-7.715014115
1375,39.22000839,-6.585840672
1376,39.40970293,-5.450807607
1377,39.58609346,-4.310239855
1378,39.74908031,-3.16447948
1379,39.8985699,-2.013884905
1380,40.03447518,-0.858830033
1381,40.15671592,0.300296734
1384,40.44075857,3.798030223
1388,40.62463954,8.493066576
1389,40.63559763,9.669442598
1393,40.53917579,14.37163897
1394,40.48008219,15.54407163
1395,40.40705382,16.714356
1396,40.32013574,17.88205258
1397,40.21938119,19.04673074
1398,40.10485133,20.20797006
1399,39.976615,21.3653617
1400,39.83474841,22.51850958
1401,39.67933482,23.66703151
1402,39.5104642,24.81056027
1403,39.32823282,25.94874449
1404,39.13274292,27.08124952
1405,38.92410226,28.20775816
1406,38.70242371,29.32797124
1410,37.92468122,-8.588191266
1411,38.13738983,-7.478611991
1412,38.33718263,-6.363205355
1413,38.52395527,-5.242264052
1414,38.69760848,-4.116097201
1415,38.85804841,-2.985029709
1416,39.00518699,-1.849401544
1417,39.13894232,-0.709566903
1418,39.25923898,0.434106695
1419,39.36600833,1.581239418
1420,39.45918881,2.731440207
1421,39.5387262,3.88430794
1425,39.71962938,8.514144539
1426,39.73040929,9.674067714
1431,39.57741491,15.46685639
1432,39.5055648,16.62104334
1435,39.20820043,20.06736308
1436,39.08199893,21.20940095
1437,38.94237098,22.34743729
1438,38.78939488,23.48111029
1439,38.62315529,24.61007187
1440,38.44374282,25.73398859
1441,38.25125378,26.85254235
1442,38.04578969,27.96543117
1443,37.82745697,29.07236972
1447,37.04624574,-8.347325054
1448,37.25580114,-7.250747373
1449,37.45260764,-6.148660491
1450,37.63656685,-5.041343298
1451,37.80758521,-3.929089862
1452,37.96557429,-2.812208826
1453,38.11045118,-1.691022712
1454,38.24213879,-0.565867154
1455,38.36056615,0.562909965
1456,38.46566871,1.694949444
1462,38.81371711,8.534421996
1463,38.82432586,9.678517115
1468,38.67375347,15.39256011
1469,38.60303556,16.53124996
1472,38.31032181,19.93200849
1473,38.18607706,21.05924264
1474,38.04860238,22.18270138
1475,37.89797145,23.30204207
1476,37.73426396,24.41693474
1477,37.55756526,25.52706285
1478,37.36796609,26.63212406
1479,37.16556217,27.73183088
1480,36.95045387,28.82591123
1486,36.56626712,-5.941826448
1487,36.7475163,-4.84768417
1488,36.91599741,-3.7488767
1489,37.07162711,-2.645697252
1490,37.21432729,-1.538451859
1491,37.34402535,-0.427458641
1502,37.89805793,11.94045986
1503,37.86839293,13.06848954
1504,37.82538077,14.19547488
1505,37.76904476,15.32103672
1506,37.69941534,16.44480041
1510,37.28881189,20.91460376
1511,37.15340928,22.02399503
1512,37.00503566,23.12949767
1513,36.84376607,24.23079877
1514,36.66968097,25.32759781
1515,36.48286585,26.41960743
1516,36.28341102,27.50655394
1517,36.07141117,28.58817797
1523,35.67814163,-5.742348138
1524,35.85677942,-4.660949094
1528,36.4445611,-0.294087623
1529,36.55945963,0.806465444
1530,36.66141658,1.909925243
1531,36.7503807,3.015961418
1532,36.82630687,4.124235798
1533,36.88915633,5.234403368
1534,36.93889676,6.346113284
1535,36.97550247,7.45900993
1536,36.99895447,8.572733998
1537,37.00924058,9.686923602
1538,37.00635544,10.8012154
1540,36.96108424,13.02865173
1541,36.91872173,14.14107252
1542,36.86323494,15.25215028
1548,36.2567563,21.87103196
1549,36.1105563,22.9631697
1550,35.95163486,24.05133684
1551,35.7800678,25.13524805
1552,35.59593577,26.21463016
1553,35.39932395,27.28922268
1559,34.59972772,-6.614538663
1560,34.78820879,-5.549893168
1561,34.96432934,-4.480822287
1562,35.12801083,-3.407579152
1563,35.27917915,-2.330428448
1564,35.41776488,-1.249645832
1565,35.54370354,-0.165517292
1566,35.65693585,0.921661562
1567,35.75740793,2.011586244
1568,35.84507152,3.103944207
1569,35.91988415,4.198415698
1570,35.98180932,5.294674654
1571,36.03081661,6.392389645
1572,36.06688187,7.491224846
1573,36.08998721,8.590841033
1574,36.10012117,9.690896608
1575,36.0972787,10.79104863
1578,36.01093913,14.08865589
1587,35.05784102,23.87824309
1588,34.88870083,24.94969035
1589,34.70715545,26.01685301
1593,33.08038607,-9.5485951
1594,33.30242967,-8.509537884
1595,33.51250996,-7.465638753
1596,33.71054179,-6.417103547
1597,33.89644339,-5.364150153
1598,34.07013668,-4.307008119
1599,34.23154753,-3.245918212
1600,34.38060601,-2.181131925
1601,34.51724663,-1.112910923
1602,34.64140861,-0.041526437
1603,34.75303605,1.032741391
1604,34.85207819,2.109604213
1605,34.93848955,3.188766231
1606,35.01223013,4.269924989
1607,35.07326554,5.352772211
1608,35.12156717,6.436994664
1609,35.15711224,7.522275064
1610,35.17988394,8.60829299
1611,35.18987146,9.694725837
1612,35.18707008,10.78124976
1630,32.19755567,-9.325429375
1631,32.41669484,-8.29696219
